,num_of_objects_around_star,right_ascension,declination,g_band_mag,r_band_mag,i_band_mag,z_band_mag,j_band_mag,h_band_mag,k_band_mag,kepler_band_mag,num_of_transits,max_single_event_stat,max_multi_event_stat,odd_even_depth_stat,limb_dark_co4,limb_dark_co3,limb_dark_co2,limb_dark_co1,transit_signal_to_noise,planet_radius_earth,orbit_semimajor_axis,impact,transit_duration,transit_depth,orbital_period,planet_star_radius_ratio,planet_star_distance_radius,inclination,planet_temp,star_temp,star_surface_gravity,star_metallicity,star_radius,star_mass,flux_weight_offset_sig,centroid_right_ascension,centroid_declination,centroid_right_ascension_offset,centroid_declination_offset,planet_star_right_ascension_offset,planet_star_declination_offset,angular_offset_right_ascension,angular_offset_declination,angular_offset_sky,insolation_flux,star_density,classification
79,1,290.84369,37.728828,15.561,15.088,14.934,14.832,13.985,13.638,13.579,15.122,481.0,10.709492,67.78838,0.0003,0.0,0.0,0.2904,0.3534,112.6,46.58,0.0256,1.268,1.8868,1976.3,1.433769925,0.318591,2.46,58.99,1920.0,6017.0,4.22,0.02,1.339,1.083,0.021,19.389588,37.728457,0.4,-1.34,-0.00021,0.00026,-0.009,-0.105,0.106,3209.29,0.1372,2
81,1,291.43997,37.905659,15.535,14.987,14.808,14.762,13.812,13.465,13.358,15.026,528.0,4.680462,34.037075,0.2119,0.0,0.0,0.2291,0.4603,38.9,2.06,0.0355,0.238,2.4282,382.1,2.539183147,0.017724,7.93,88.28,1332.0,5519.0,4.35,0.14,1.062,0.921,0.085,19.4293279,37.90564,-0.18,-0.06,3e-05,-0.00019,0.15,0.21,0.26,743.09,1.46261,0
82,1,290.87051,38.273628,16.126,15.562,15.362,15.258,14.318,13.91,13.828,15.591,200.0,6.5691905,43.840405,0.9274,0.0,0.0,0.308,0.3117,50.8,2.77,0.064,0.838,2.0844,1304.0,6.770300385,0.037414,15.21,86.84,812.0,5653.0,4.656,-0.84,0.679,0.767,0.005,19.3913608,38.273428,-0.31,-0.73,0.0002,0.00057,0.09,0.065,0.11,102.87,1.45164,0
85,4,286.07913,39.27832,17.187,15.978,15.425,15.103,13.952,13.278,13.116,15.954,59.0,7.1802754,27.241827,0.7533,0.0,0.0,0.4175,0.2365,35.2,1.96,0.115,0.556,3.3203,1494.7,20.06036336,0.036455,40.4,89.21,361.0,3950.0,4.754,-0.46,0.493,0.502,0.016,19.0719547,39.27833,0.56,0.04,-0.00124,-0.0001,0.0,-0.03,0.03,4.0,3.09445,0
86,4,286.07913,39.27832,17.187,15.978,15.425,15.103,13.952,13.278,13.116,15.954,25.0,6.2605453,18.020908,0.8358,0.0,0.0,0.4175,0.2365,26.0,1.83,0.2005,0.013,4.758,1394.7,46.1842039,0.033974,76.67,89.99,273.0,3950.0,4.754,-0.46,0.493,0.502,0.006,19.071943,39.27801,0.08,-1.12,-0.00044,0.00144,-0.07,0.04,0.08,1.32,3.99779,0
87,4,300.86398,44.337551,13.293,12.85,12.706,12.646,11.752,11.494,11.431,12.882,56.0,4.1784496,10.87813,0.9971,0.0,0.0,0.2676,0.3928,17.1,1.31,0.1602,0.95,5.351,104.0,23.9800854,0.011879,11.98,85.45,649.0,5854.0,4.406,-0.12,1.012,0.951,0.096,20.05763,44.33791,1.2,1.28,-7e-05,-0.000102,0.1,-0.62,0.64,41.94,0.05654,0
88,4,286.07913,39.27832,17.187,15.978,15.425,15.103,13.952,13.278,13.116,15.954,154.0,3.8379083,12.582854,0.251,0.0,0.0,0.4175,0.2365,15.9,1.2,0.0614,0.708,2.186,520.8,7.82502168,0.022312,20.2,87.99,494.0,3950.0,4.754,-0.46,0.493,0.502,0.048,19.07197,39.27813,1.18,-0.7,-0.00071,0.00031,0.31,-0.45,0.55,14.05,2.54508,0
89,1,294.65524,39.308361,16.318,15.676,15.471,15.299,14.364,13.969,13.924,15.725,275.0,35.58241,375.5263,0.1164,0.0,0.0,0.2521,0.421,370.8,7.34,0.046,0.524,2.3111,8544.8,3.895936525,0.08689,12.29,87.56,1005.0,5557.0,4.592,-0.3,0.774,0.866,0.0,19.6436833,39.308328,0.026,-0.115,0.00211,-0.00111,-0.246,0.238,0.342,241.62,2.31292,0
90,1,294.71063,39.52174,16.2,15.535,15.318,15.201,14.236,13.849,13.714,15.583,48.0,6.2514634,25.599396,0.4848,0.0,0.0,0.2521,0.421,32.1,2.32,0.1449,0.4,5.228,986.8,22.36646466,0.028938,31.0,89.26,536.0,5395.0,4.615,-0.34,0.734,0.821,0.799,19.647371,39.52165,-0.15,-0.33,0.00016,-0.00016,0.08,-0.09,0.12,19.45,1.12517,0
91,1,293.87192,38.422939,15.595,14.923,14.746,14.625,13.656,13.355,13.307,15.001,657.0,43.135384,712.5235,0.254,0.0,0.0,0.224,0.4695,799.7,9.73,0.0265,0.076,2.38963,7969.0,1.625522174,0.080543,5.6364,89.22,1579.0,5539.0,4.322,0.16,1.106,0.935,0.0,19.59146547,38.4227927,0.147,-0.53,-0.00134,-0.00226,0.01,0.195,0.195,1467.41,1.28198,0
94,1,290.33362,38.72823,16.037,15.302,15.108,14.931,13.931,13.479,13.429,15.387,146.0,7.610865,47.37303,0.894,0.0,0.0,0.2043,0.4966,53.9,2.57,0.0796,0.024,3.1449,1019.8,9.02930689,0.028718,22.57,89.94,757.0,5349.0,4.526,-0.12,0.82,0.824,0.097,19.3555667,38.728308,-0.36,0.28,-0.00038,-6e-05,0.23,0.18,0.29,77.75,2.66613,0
95,1,287.69675,38.886452,16.254,15.594,15.386,15.256,14.332,13.883,13.844,15.646,114.0,76.945915,589.42316,0.529,0.0,0.0,0.2676,0.3928,636.8,13.28,0.0888,0.281,7.7915,16917.7,10.328035714,0.118805,10.988,88.54,843.0,5627.0,4.359,-0.1,1.024,0.874,0.0,19.17978539,38.8864195,0.088,-0.11,0.001,0.0008,-0.072,-0.022,0.075,119.31,0.23528,2
96,5,285.28363,38.947281,16.048,15.349,15.126,15.017,13.997,13.618,13.581,15.403,9.0,45.13809,115.57215,-1.0,0.0,0.0,0.224,0.4695,138.8,8.9,0.5336,0.379,8.9302,10565.7,143.2063047,0.094044,125.8,89.83,308.0,5485.0,4.556,0.21,0.867,0.986,0.081,19.0189038,38.947157,-0.232,-0.442,-0.0003,0.0009,-0.031,-0.042,0.052,2.14,1.83449,0
97,4,300.86398,44.337551,13.293,12.85,12.706,12.646,11.752,11.494,11.431,12.882,207.0,2.6950479,11.552998,0.6301,0.0,0.0,0.2676,0.3928,14.4,0.79,0.0648,0.646,3.262,55.8,6.164876,0.007192,11.19,86.69,1021.0,5854.0,4.406,-0.12,1.012,0.951,0.567,20.057606,44.33745,0.3,-0.34,1.2e-05,3e-05,-0.8,-0.22,0.8,256.35,0.69664,0
98,5,285.28363,38.947281,16.048,15.349,15.126,15.017,13.997,13.618,13.581,15.403,22.0,88.82677,323.38303,0.0005,0.0,0.0,0.224,0.4695,347.2,12.19,0.2998,0.224,6.6188,20280.4,60.32494216,0.128744,77.04,89.83,411.0,5485.0,4.556,0.21,0.867,0.986,0.051,19.01890178,38.9471811,-0.316,-0.356,0.0011,0.0,-0.01,0.012,0.016,6.77,2.37656,0
102,1,285.21381,39.027481,16.028,15.49,15.316,15.2,14.35,13.941,13.917,15.53,762.0,62.03516,1015.921,1.0,0.0,0.0,0.2965,0.3342,1009.3,11.3,0.0258,0.514,1.9604,15044.5,1.594745374,0.115879,6.203,85.25,1539.0,5934.0,4.491,-0.38,0.893,0.901,0.0,19.0142466,39.0273461,-0.31,-0.482,-0.0009,0.0006,0.009,-0.004,0.01,1329.42,1.77544,0
103,1,287.09399,39.060719,15.847,15.037,14.808,14.681,13.643,13.232,13.203,15.119,281.0,7.252221,57.638233,0.5746,0.0,0.0,0.186,0.5256,70.6,2.5,0.0535,0.003,2.335,1008.7,4.783002698,0.028315,16.102,89.99,886.0,5170.0,4.574,0.18,0.807,0.891,0.282,19.1396047,39.060762,0.2,0.15,-0.00022,2e-05,0.034,0.001,0.034,145.48,3.45234,0
104,1,289.31543,39.153278,16.241,15.343,15.036,14.877,13.842,13.251,13.216,15.398,69.0,12.827003,70.729904,0.0106,0.0,0.0,0.153,0.5684,78.5,3.41,0.1326,0.26,4.0595,2105.5,20.50588921,0.041039,38.91,89.62,518.0,4905.0,4.544,-0.04,0.761,0.739,0.722,19.2876948,39.153251,-0.05,-0.1,0.00013,0.0001,-0.046,0.01,0.047,17.06,2.64998,0
105,4,286.07913,39.27832,17.187,15.978,15.425,15.103,13.952,13.278,13.116,15.954,398.0,8.777286,58.181076,0.4776,0.0,0.0,0.4175,0.2365,71.6,2.03,0.0348,0.466,1.9104,1632.6,3.340218842,0.037683,12.4,87.85,656.0,3950.0,4.754,-0.46,0.493,0.502,0.058,19.0719273,39.278333,-0.59,0.05,0.00053,-0.00013,0.026,0.05,0.06,43.73,3.23586,0
107,3,290.46176,40.562462,15.867,15.354,15.179,15.139,14.252,13.906,13.807,15.386,71.0,7.871079,36.000114,0.0683,0.0,0.0,0.2555,0.4191,46.1,3.12,0.139,0.08,4.4056,893.6,18.64932728,0.027096,33.12,89.86,701.0,5775.0,4.405,0.16,1.053,1.026,0.0,19.3641148,40.562512,-0.13,0.19,-0.00068,0.00041,0.42,-0.37,0.56,57.13,1.97596,0
108,4,297.02826,48.208611,12.904,12.427,12.309,12.274,11.392,11.114,11.06,12.487,193.0,5.743281,33.185894,0.0464,0.0,0.0,0.257,0.4213,50.6,1.7,0.0586,0.529,4.1654,140.7,4.90144976,0.011136,7.78,86.1,1262.0,5847.0,4.191,0.26,1.402,1.113,0.054,19.8018904,48.208693,0.26,0.3,-5.6e-05,-1.2e-05,-0.57,-0.15,0.59,598.74,0.3709,0
109,3,290.46176,40.562462,15.867,15.354,15.179,15.139,14.252,13.906,13.807,15.386,132.0,4.4869766,24.258644,0.3894,0.0,0.0,0.2555,0.4191,28.5,2.76,0.0902,0.949,4.793,418.0,9.75192101,0.024042,6.05,80.97,870.0,5775.0,4.405,0.16,1.053,1.026,0.482,19.364104,40.5626,-0.58,0.5,-0.00013,6e-05,0.16,0.03,0.16,135.66,0.044,0
110,3,290.46176,40.562462,15.867,15.354,15.179,15.139,14.252,13.906,13.807,15.386,37.0,7.5526104,32.640865,0.5868,0.0,0.0,0.2555,0.4191,39.7,4.02,0.2255,0.911,5.794,993.0,38.5576546,0.03498,24.9,87.91,550.0,5775.0,4.405,0.16,1.053,1.026,0.0,19.3641215,40.56244,0.14,-0.07,-0.00101,0.0007,0.47,-0.04,0.47,21.71,0.19756,0
111,1,290.58173,40.5774,15.961,15.142,14.908,14.758,13.767,13.295,13.234,15.224,382.0,162.61552,2078.4102,0.1434,0.0,0.0,0.1914,0.5167,1996.7,11.58,0.0431,0.12,2.59959,22335.0,3.525632539,0.13372,11.699,89.41,975.0,5150.0,4.572,0.08,0.793,0.855,0.0,19.37211855,40.5773577,0.1332,-0.1522,-0.00196,0.006,-0.01,-0.052,0.053,213.12,2.43681,0
113,1,294.4899,39.771439,16.254,15.609,15.42,15.327,14.412,14.113,14.106,15.67,133.0,13.618479,106.29421,0.0761,0.0,0.0,0.2799,0.381,113.2,5.52,0.081,0.517,3.5957,2472.1,7.748094239,0.046615,15.0,88.02,964.0,5973.0,4.439,0.36,1.085,1.181,0.097,19.6326625,39.771406,0.11,-0.12,0.00054,-1e-05,-0.089,0.077,0.117,204.39,1.06292,0
114,2,283.86639,39.898079,16.862,15.508,14.793,14.419,13.224,12.537,12.312,15.414,43.0,5.809559,22.27284,0.7252,0.0,0.0,0.2575,0.4768,27.5,1.8,0.1322,0.416,3.827,1182.3,23.96793669,0.03141,45.2,89.47,329.0,3747.0,4.728,0.1,0.524,0.536,0.01,18.924412,39.89827,-0.55,0.67,0.00068,-0.00088,-0.23,0.05,0.23,2.77,3.03325,0
115,2,283.86639,39.898079,16.862,15.508,14.793,14.419,13.224,12.537,12.312,15.414,119.0,3.484774,15.260293,0.8214,0.0,0.0,0.2575,0.4768,17.9,1.82,0.0652,0.888,1.3421,824.3,8.29561738,0.03178,24.8,87.95,469.0,3747.0,4.728,0.1,0.524,0.536,0.029,18.924422,39.89838,-0.13,1.06,0.00013,-0.00096,-0.33,0.5,0.6,11.39,4.18931,0
116,1,288.81201,40.033401,17.474,16.091,15.192,14.705,13.405,12.723,12.492,15.877,167.0,6.7459397,45.585175,0.1566,0.0,0.0,0.2964,0.4262,56.4,2.1,0.0649,0.573,2.2736,1558.0,8.11437482,0.037204,23.58,88.61,460.0,3692.0,4.753,0.28,0.517,0.553,0.024,19.254116,40.033178,-0.74,-0.8,0.00033,0.00054,0.08,-0.018,0.082,10.55,3.76716,0
117,1,294.14789,40.055538,16.078,15.4,15.212,15.152,14.223,13.85,13.796,15.472,26.0,456.11786,1785.2972,0.0,0.0,0.0,0.2193,0.4785,1300.0,27.5,0.2252,0.501,4.34617,82871.6,38.036729482,0.27018,78.037,89.63,500.0,5575.0,4.521,0.36,0.932,1.051,0.0,19.60986019,40.0555557,0.0081,0.0566,0.033,-0.075,-0.018,0.148,0.149,14.81,6.21385,2
120,4,297.02826,48.208611,12.904,12.427,12.309,12.274,11.392,11.114,11.06,12.487,72.0,11.163704,66.187065,0.7875,0.0,0.0,0.257,0.4213,107.4,2.89,0.1221,0.173,6.0995,430.2,14.74914825,0.018864,18.56,89.47,874.0,5847.0,4.191,0.26,1.402,1.113,0.0,19.8018775,48.208594,-0.21,-0.06,2.1e-05,0.000114,0.34,0.24,0.42,137.91,0.55575,0
121,1,294.77686,40.15374,16.187,15.492,15.262,15.147,14.204,13.776,13.702,15.54,45.0,6.4162097,31.21894,0.1204,0.0,0.0,0.2291,0.4603,37.8,3.38,0.1495,0.053,4.3791,1175.4,21.81295996,0.030952,39.183,89.92,639.0,5601.0,4.41,0.08,0.999,0.934,0.448,19.651786,40.15366,-0.16,-0.27,0.00016,0.00033,0.1,0.07,0.13,39.33,2.39175,0
122,1,283.53845,40.217999,16.346,15.757,15.572,15.446,14.482,14.112,14.055,15.805,132.0,47.533234,385.42834,0.0163,0.0,0.0,0.2865,0.3556,389.0,10.34,0.0737,0.733,3.3148,15148.1,7.91936937,0.121984,15.534,87.3,814.0,5690.0,4.588,-0.4,0.776,0.852,0.0,18.90255602,40.21791,-0.3,-0.324,0.0003,-0.0022,-0.015,0.006,0.016,104.0,1.13074,2
124,1,283.25354,40.358189,17.227,16.367,16.077,15.879,14.877,14.359,14.178,16.422,50.0,33.115784,170.02856,0.4872,0.0,0.0,0.1451,0.582,166.0,11.01,0.1121,0.692,3.3169,15337.0,15.37562369,0.12103,31.24,88.73,600.0,4986.0,4.496,0.16,0.833,0.793,0.006,18.8835605,40.358188,-0.39,-0.008,-0.0008,-0.002,0.008,-0.034,0.035,30.54,2.43887,0
125,2,283.22141,40.421829,16.117,15.221,14.933,14.748,13.749,13.223,13.172,15.289,131.0,7.0046763,33.637074,0.5907,0.0,0.0,0.1142,0.6188,39.3,2.11,0.0712,0.047,3.161,887.9,8.10363271,0.026361,20.09,89.87,687.0,4861.0,4.574,-0.08,0.732,0.733,0.0,18.8814102,40.42162,-0.65,-0.75,0.00038,-0.00137,-0.02,0.2,0.2,52.82,2.33533,0
126,2,283.22141,40.421829,16.117,15.221,14.933,14.748,13.749,13.223,13.172,15.289,208.0,3.765065,16.489346,0.7292,0.0,0.0,0.1142,0.6188,21.3,1.46,0.0496,0.258,2.506,417.5,4.71510843,0.018268,14.18,88.96,823.0,4861.0,4.574,-0.08,0.732,0.733,0.02,18.881437,40.42145,0.44,-1.37,-0.00026,-0.00036,0.16,-0.13,0.21,108.84,2.42359,0
127,1,291.14951,40.420521,15.594,15.032,14.874,14.799,13.882,13.522,13.493,15.09,216.0,7.331596,58.17086,0.1852,0.0,0.0,0.2711,0.3858,70.8,2.44,0.0659,0.524,2.9721,780.7,6.365839713,0.026275,14.46,87.92,914.0,5776.0,4.554,-0.18,0.849,0.939,0.871,19.4099691,40.420475,0.07,-0.16,-1e-05,-4e-05,-0.025,0.042,0.049,165.33,1.41102,0
128,1,294.22397,40.417858,16.038,15.487,15.336,15.214,14.33,14.047,14.045,15.546,181.0,7.281016,42.549767,0.9854,0.0,0.0,0.2889,0.3511,50.3,3.86,0.066,0.941,3.065,962.4,5.97581754,0.035468,6.53,81.71,1047.0,6108.0,4.471,-0.08,0.997,1.072,0.0,19.6149306,40.418228,-0.06,1.33,9e-05,-0.00104,0.3,1.22,1.25,284.25,0.14724,3
130,1,299.3161,40.82238,15.823,14.978,14.687,14.505,13.514,13.016,12.922,15.028,440.0,50.342957,653.36066,0.2726,0.0,0.0,0.1611,0.5575,568.2,8.99,0.0374,0.736,1.8411,10858.8,3.04033046,0.104023,10.41,85.95,1021.0,5035.0,4.519,-0.06,0.791,0.754,0.0,19.95441782,40.8222841,0.483,-0.345,-0.00348,0.00219,0.243,-0.509,0.564,257.29,2.31195,0
131,5,292.23676,41.08588,16.516,15.753,15.571,15.491,14.484,14.026,14.118,15.855,85.0,13.146613,84.09906,0.0447,0.0,0.0,0.186,0.5256,86.6,5.0,0.1179,0.773,3.897,3081.4,15.33528675,0.056,21.65,87.95,610.0,5251.0,4.581,0.21,0.817,0.926,0.0,19.4824445,41.085836,-0.25,-0.16,0.00162,0.00184,-0.35,-0.35,0.49,32.67,0.81659,0
132,4,297.02826,48.208611,12.904,12.427,12.309,12.274,11.392,11.114,11.06,12.487,109.0,2.978392,10.168395,0.0302,0.0,0.0,0.257,0.4213,14.7,1.06,0.0809,0.706,4.377,50.0,7.95825328,0.006915,10.01,85.95,1074.0,5847.0,4.191,0.26,1.402,1.113,0.628,19.801885,48.20877,0.08,0.58,-1.2e-05,-1.8e-05,0.75,-0.61,0.96,314.15,0.29918,0
133,5,292.23676,41.08588,16.516,15.753,15.571,15.491,14.484,14.026,14.118,15.855,46.0,23.140947,110.02644,0.4851,0.0,0.0,0.186,0.5256,117.2,6.5,0.1898,0.798,5.176,5073.8,31.33046135,0.072904,33.19,88.62,481.0,5251.0,4.581,0.21,0.817,0.926,0.0,19.4824496,41.085864,-0.05,-0.06,0.00168,0.0026,-0.25,-0.379,0.45,12.61,0.70448,0
134,1,294.05676,40.549679,15.552,14.953,14.787,14.674,13.817,13.447,13.49,15.016,275.0,110.279724,1224.3164,0.1597,0.0,0.0,0.2676,0.3928,323.4,12.28,0.0484,0.709,3.831,16228.4,3.9043425,0.125229,6.856,84.06,1104.0,5810.0,4.526,-0.06,0.898,0.989,0.0,19.6037862,40.5496722,0.0657,-0.0282,0.00292,-0.00299,-0.05,0.123,0.132,351.05,0.39988,2
135,1,294.74396,40.53392,15.946,15.348,15.115,14.988,14.031,13.602,13.551,15.365,117.0,230.37978,1748.3405,0.0415,0.0,0.0,0.2865,0.3556,1671.1,17.61,0.081,0.377,3.49949,44791.4,9.286358079,0.19639,23.029,89.06,796.0,5670.0,4.523,-0.4,0.821,0.82,0.0,19.64959487,40.533934,-0.1283,0.0505,-0.0022,-0.0112,-0.01,0.06,0.061,95.03,2.67897,2
136,1,295.50439,40.505489,15.924,15.401,15.242,15.148,14.208,13.806,13.776,15.446,272.0,13.511557,110.66481,0.9756,0.0,0.0,0.2965,0.3342,117.2,31.44,0.0482,1.276,2.1862,2453.9,3.951405455,0.331342,5.42,76.4,1133.0,6046.0,4.539,-0.38,0.869,0.953,0.706,19.7002951,40.505539,0.1,0.18,-0.00017,7e-05,0.171,-0.042,0.176,388.71,0.19337,2
137,5,287.89713,40.637821,15.6,15.003,14.862,14.768,13.894,13.545,13.512,15.084,57.0,33.295635,188.42673,0.6436,0.0,0.0,0.257,0.4213,266.3,7.89,0.1658,0.008,8.2183,3341.8,23.65369415,0.05219,23.142,89.98,731.0,5739.0,4.191,0.3,1.384,1.083,0.032,19.1931416,40.637849,0.037,0.106,-6e-05,-0.00023,0.007,0.019,0.02,67.65,0.41907,0
138,5,287.89713,40.637821,15.6,15.003,14.862,14.768,13.894,13.545,13.512,15.084,97.0,6.205785,34.323593,0.3752,0.0,0.0,0.257,0.4213,49.1,3.06,0.1126,0.014,6.7372,504.6,13.23352214,0.020278,15.32,89.95,888.0,5739.0,4.191,0.3,1.384,1.083,0.055,19.1931523,40.637812,0.48,-0.03,-0.00023,3e-05,-0.26,-0.13,0.29,146.67,0.3884,0
139,5,287.89713,40.637821,15.6,15.003,14.862,14.768,13.894,13.545,13.512,15.084,203.0,4.266375,26.274458,0.7589,0.0,0.0,0.257,0.4213,35.1,2.32,0.0676,0.235,4.9843,285.0,6.15560285,0.015336,9.34,88.56,1146.0,5739.0,4.191,0.3,1.384,1.083,0.0,19.193129,40.63803,-0.46,0.76,0.00013,-0.0002,-0.19,0.13,0.23,406.94,0.40662,0
140,5,287.89713,40.637821,15.6,15.003,14.862,14.768,13.894,13.545,13.512,15.084,527.0,3.535499,14.88052,0.5003,0.0,0.0,0.257,0.4213,19.9,1.62,0.0329,0.746,3.388,115.9,2.090811305,0.010686,3.32,77.03,1642.0,5739.0,4.191,0.3,1.384,1.083,0.007,19.193111,40.63765,-1.22,-0.61,0.000137,7.2e-05,-0.03,0.82,0.82,1718.04,0.1588,0
141,4,297.02826,48.208611,12.904,12.427,12.309,12.274,11.392,11.114,11.06,12.487,323.0,5.307951,34.970474,0.2045,0.0,0.0,0.257,0.4213,50.4,1.53,0.0439,0.196,3.5797,120.3,3.180027898,0.009989,6.751,88.34,1458.0,5847.0,4.191,0.26,1.402,1.113,0.307,19.8018763,48.208621,-0.25,0.04,1.1e-05,2e-05,0.12,-0.34,0.36,1066.86,0.5756,0
142,5,287.89713,40.637821,15.6,15.003,14.862,14.768,13.894,13.545,13.512,15.084,22.0,5.1075315,15.157462,0.6433,0.0,0.0,0.257,0.4213,19.4,2.67,0.2747,0.379,7.159,370.3,50.4467417,0.01767,50.9,89.57,568.0,5739.0,4.191,0.3,1.384,1.083,0.394,19.19315,40.63793,0.37,0.39,-0.00014,-0.00014,0.78,0.39,0.88,24.64,0.97794,0
143,2,294.20215,40.66341,15.964,15.137,14.884,14.742,13.703,13.215,13.133,15.208,88.0,9.07897,39.560696,0.9555,0.0,0.0,0.1451,0.582,48.9,2.35,0.0954,0.048,2.9076,1037.3,11.76307164,0.028519,31.76,89.91,616.0,4959.0,4.603,0.16,0.756,0.849,0.008,19.613471,40.663412,-0.21,0.01,-0.00062,0.00023,0.12,0.028,0.13,33.99,4.37951,0
144,2,294.20215,40.66341,15.964,15.137,14.884,14.742,13.703,13.215,13.133,15.208,18.0,6.9918575,16.481398,0.0904,0.0,0.0,0.1451,0.582,20.9,2.37,0.2707,0.7,3.57,862.7,56.2279271,0.028683,90.7,89.56,366.0,4959.0,4.603,0.16,0.756,0.849,0.123,19.613468,40.66364,-0.34,0.84,-0.00041,-0.00053,-0.5,-0.19,0.53,4.22,4.47051,0
146,2,291.15878,40.750271,16.443,15.562,15.325,15.133,14.113,13.606,13.464,15.66,166.0,5.371588,31.887648,0.2613,0.0,0.0,0.1017,0.6385,38.4,2.25,0.0712,0.3,2.6312,875.4,7.953547,0.026448,22.68,89.24,696.0,4768.0,4.536,0.18,0.779,0.759,0.334,19.4105795,40.750321,-0.21,0.18,0.0003,-9e-05,-0.05,-0.07,0.08,55.37,3.48717,0
147,2,291.15878,40.750271,16.443,15.562,15.325,15.133,14.113,13.606,13.464,15.66,316.0,4.527273,18.548983,0.2616,0.0,0.0,0.1017,0.6385,22.8,1.48,0.0461,0.004,2.3421,391.8,4.14451656,0.017441,13.767,89.99,864.0,4768.0,4.536,0.18,0.779,0.759,0.997,19.410589,40.7503,0.17,0.09,-1e-05,0.0,0.17,-0.03,0.17,132.08,2.87358,0
148,1,292.21436,40.759762,15.812,15.269,15.097,15.033,14.173,13.785,13.634,15.311,273.0,30.702702,300.96277,0.7838,0.0,0.0,0.2889,0.3511,269.7,38.33,0.0571,1.259,2.2757,6044.3,4.859386384,0.355227,8.29,81.27,1114.0,6072.0,4.47,-0.1,0.988,1.05,0.0,19.48095458,40.7597138,-0.14,-0.166,0.00068,-0.00167,-0.138,0.088,0.163,364.23,0.4563,2
149,1,293.87811,41.66177,15.956,15.263,15.026,14.903,13.968,13.532,13.492,15.305,129.0,58.01924,488.70584,0.742,0.0,0.0,0.2434,0.4341,482.3,8.24,0.088,0.644,2.5211,9768.0,10.526294577,0.095143,28.26,88.69,713.0,5386.0,4.553,-0.2,0.793,0.82,0.0,19.59187627,41.661736,0.091,-0.122,-5e-05,0.00075,-0.012,-0.03,0.033,61.16,3.85261,0
150,1,299.18686,41.74268,15.847,15.235,15.047,14.929,13.981,13.644,13.62,15.287,297.0,18.698158,212.06973,0.072,0.0,0.0,0.2676,0.3928,99.5,5.39,0.0535,0.045,2.7055,3812.1,4.583520948,0.056287,13.672,89.81,1038.0,5815.0,4.54,-0.12,0.877,0.973,0.012,19.9457993,41.742703,0.321,0.081,-0.00039,-0.00028,-0.03,-0.024,0.039,274.98,2.30111,0
151,1,283.31638,41.83712,15.836,15.199,15.008,14.94,13.955,13.626,13.557,15.257,273.0,4.2820764,29.971922,0.3403,0.0,0.0,0.2602,0.4096,35.9,2.66,0.047,0.926,3.5176,510.6,3.76181843,0.025656,3.73,75.62,1121.0,5653.0,4.472,0.1,0.949,0.974,0.02,18.8877545,41.83708,-0.17,-0.16,-0.00022,-0.00025,0.43,0.61,0.74,372.62,0.06927,0
152,2,286.5657,41.808399,16.162,15.297,15.039,14.855,13.821,13.316,13.238,15.376,162.0,7.181467,44.777393,0.5107,0.0,0.0,0.1496,0.5746,54.4,3.01,0.0735,0.823,2.9667,1024.4,8.20396958,0.033372,13.23,86.43,742.0,5015.0,4.499,0.1,0.826,0.785,0.009,19.1043801,41.808502,0.0,0.37,2e-05,-0.0004,-0.085,0.13,0.15,71.5,0.65082,0
153,2,286.5657,41.808399,16.162,15.297,15.039,14.855,13.821,13.316,13.238,15.376,89.0,5.1306577,20.855698,0.85,0.0,0.0,0.1496,0.5746,25.7,3.01,0.1074,0.97,4.016,647.5,14.49645186,0.033377,9.85,84.34,613.0,5015.0,4.499,0.1,0.826,0.785,0.036,19.104383,41.80819,0.13,-0.76,-7e-05,0.00049,0.05,0.23,0.24,33.48,0.0859,0
154,5,292.23676,41.08588,16.516,15.753,15.571,15.491,14.484,14.026,14.118,15.855,200.0,4.6233773,24.029488,0.73,0.0,0.0,0.186,0.5256,24.8,2.19,0.0668,0.644,2.75,655.9,6.54626149,0.024555,14.52,87.46,810.0,5251.0,4.581,0.21,0.817,0.926,0.09,19.482443,41.08593,-0.31,0.17,0.00041,0.00019,-0.29,-0.48,0.56,101.78,1.35056,0
155,2,292.91312,41.060921,16.296,15.349,15.001,14.741,13.608,13.064,12.881,15.389,107.0,7.304412,42.002544,0.8866,0.0,0.0,0.1196,0.6106,52.7,2.31,0.0934,0.427,3.0957,1149.4,12.71809866,0.030871,29.5,89.17,562.0,4702.0,4.592,-0.22,0.686,0.67,0.832,19.5275413,41.060999,0.0,0.29,-0.00013,-7e-05,0.02,-0.16,0.16,23.6,2.98907,0
156,2,292.91312,41.060921,16.296,15.349,15.001,14.741,13.608,13.064,12.881,15.389,38.0,10.347036,39.547905,0.3424,0.0,0.0,0.1196,0.6106,51.7,2.64,0.1871,0.26,4.3246,1563.8,36.06588163,0.035281,63.84,89.77,397.0,4702.0,4.592,-0.22,0.686,0.67,0.622,19.5275417,41.060949,0.02,0.1,-0.0002,0.0002,-0.05,-0.08,0.09,5.88,3.78452,0
